ImageID,ans
cbc5c6e168e63498590db46022617123f1fe1268.jpg,[6.5752088e-06 9.9998188e-01 1.1495047e-05]
0e72482bf56b3581c081f7da2a6180b8792c7089.jpg,[1.8648749e-04 6.9023375e-03 9.9291116e-01]
b549040c49190cedc41327748aeb197c1670f14d.jpg,[5.0757167e-06 9.9999344e-01 1.5311919e-06]
4f9cb2a045c6d5b9e50ad3459ea7b791eb6e18bc.jpg,[1.7865643e-05 9.9997842e-01 3.6878632e-06]
248428d9a4a5b6229a7081c32851b90cb8d38d0c.jpg,[1.0000000e+00 2.5504334e-09 4.5971369e-09]
7953c2e6e983bad91b89a0e4ad7eb69e6e43e56b.jpg,[9.9999988e-01 2.2116925e-08 6.8676265e-08]
1903db7dcc1262d0441677afa422e6a8371e5b37.jpg,[7.3666620e-04 9.9885476e-01 4.0853588e-04]
441419a874f4d031cd576850b68539ca7d35bedf.jpg,[7.5620130e-07 9.9999917e-01 2.2971026e-08]
388856cd1ef99b1918273a827a75f2aff2478321.jpg,[8.4656804e-06 9.9795830e-01 2.0331785e-03]
795ba8ccc769a3f9da6a897f75df6706b729345b.jpg,[9.9999666e-01 2.8451193e-06 5.3191576e-07]
9028e8c54f80096bf4e43390caf003f64c90e5ce.jpg,[4.1821315e-07 9.9996793e-01 3.1604261e-05]
78900cfc8a2bb5cb69c60bdef92b173a8a48c8ec.jpg,[9.9999952e-01 2.7293365e-07 1.9807419e-07]
cba23bf8b02a8ddc470db8799fef62220819737e.jpg,[1.0000000e+00 1.1653001e-08 1.7689443e-08]
d3921eae9f9a45d89f0bd1ea0e71354178481245.jpg,[9.9999952e-01 3.2537415e-07 1.5476900e-07]
4d796a1ccf67a49c465e2b6b79a2caf8228adbca.jpg,[1.0000000e+00 7.4147453e-09 1.0523513e-08]
69ad31adcc3e6e8de7af886e970233fa61699045.jpg,[4.5076183e-09 1.0000000e+00 1.0319538e-08]
b1b1aa65544324d9ebc89b3deb4a714f4d1d7ea3.jpg,[5.9082085e-06 2.1656419e-06 9.9999189e-01]
6aa8e1282c5303e18101e3dede784dd1f5c076a0.jpg,[8.2624558e-07 9.9995673e-01 4.2460313e-05]
7665a0a126eec039d2c8baf9c6eedc004738c128.jpg,[1.6446123e-05 9.9998295e-01 6.1119039e-07]
91598d7dad0122459e004ecd8a4e745acbd63101.jpg,[8.901772e-08 9.999999e-01 1.964057e-08]
d352bb22eca23e75e710b427ae831a867dd37bfb.jpg,[1.0000000e+00 2.2609523e-08 1.7907622e-08]
0401671e6a939afe97d6c30bc820fbfe9519286a.jpg,[0.00478352 0.9532469  0.04196959]
6ed93c0c3aa7ca9f0bb7e6b53a99aaa0a3609d50.jpg,[7.148074e-02 8.935436e-04 9.276258e-01]
50dda278ed4e5c43ab5a99592808f11027afa240.jpg,[1.0000000e+00 4.0825228e-08 4.5745470e-08]
5ca8adbab5a39b3c7e725782f98d199202c589dc.jpg,[0.01925281 0.31543794 0.6653092 ]
a945a8c50f05708c42839692219bd1963672154a.jpg,[9.9999964e-01 2.1862512e-07 1.5930394e-07]
359acb7465396d70b6957be3a4cd503a7aa8b5de.jpg,[1.7295624e-05 9.9996603e-01 1.6670851e-05]
b188cd918519b3dc486ec7a0b04d268f6f262021.jpg,[1.5248854e-05 2.1813270e-05 9.9996293e-01]
0abc5c0454095bf4519bd5c1fcbc0924fbce65d2.jpg,[1.0801448e-04 1.4013109e-06 9.9989057e-01]
