ImageID,ans
cbc5c6e168e63498590db46022617123f1fe1268.jpg,[3.493264e-05 6.944848e-01 3.054803e-01]
0e72482bf56b3581c081f7da2a6180b8792c7089.jpg,[2.67759715e-05 1.42581575e-05 9.99958873e-01]
b549040c49190cedc41327748aeb197c1670f14d.jpg,[2.2474589e-04 4.4024569e-01 5.5952960e-01]
4f9cb2a045c6d5b9e50ad3459ea7b791eb6e18bc.jpg,[7.1232084e-06 9.9715781e-01 2.8350481e-03]
248428d9a4a5b6229a7081c32851b90cb8d38d0c.jpg,[1.0000000e+00 2.5746036e-08 3.3765158e-08]
7953c2e6e983bad91b89a0e4ad7eb69e6e43e56b.jpg,[9.9992239e-01 7.3282055e-05 4.3464270e-06]
1903db7dcc1262d0441677afa422e6a8371e5b37.jpg,[1.3398552e-07 9.9999690e-01 3.0135261e-06]
441419a874f4d031cd576850b68539ca7d35bedf.jpg,[2.4412481e-07 9.9999976e-01 2.6020965e-08]
388856cd1ef99b1918273a827a75f2aff2478321.jpg,[4.241610e-06 1.747873e-06 9.999939e-01]
795ba8ccc769a3f9da6a897f75df6706b729345b.jpg,[9.9999726e-01 1.9599895e-06 8.3548423e-07]
9028e8c54f80096bf4e43390caf003f64c90e5ce.jpg,[4.4873664e-06 9.9189782e-01 8.0976225e-03]
78900cfc8a2bb5cb69c60bdef92b173a8a48c8ec.jpg,[9.9999905e-01 6.8890080e-07 2.6785651e-07]
cba23bf8b02a8ddc470db8799fef62220819737e.jpg,[1.0000000e+00 3.8132200e-08 5.0505978e-08]
d3921eae9f9a45d89f0bd1ea0e71354178481245.jpg,[9.9999678e-01 2.6204445e-06 6.2492848e-07]
4d796a1ccf67a49c465e2b6b79a2caf8228adbca.jpg,[9.9999964e-01 7.1314254e-08 1.8809494e-07]
69ad31adcc3e6e8de7af886e970233fa61699045.jpg,[4.6331024e-05 4.5722988e-02 9.5423073e-01]
b1b1aa65544324d9ebc89b3deb4a714f4d1d7ea3.jpg,[0.07838664 0.04985587 0.8717575 ]
6aa8e1282c5303e18101e3dede784dd1f5c076a0.jpg,[3.0372182e-06 1.1895308e-05 9.9998510e-01]
7665a0a126eec039d2c8baf9c6eedc004738c128.jpg,[4.7594977e-08 9.9999988e-01 2.5932328e-08]
91598d7dad0122459e004ecd8a4e745acbd63101.jpg,[6.0887331e-08 9.9999988e-01 1.0332383e-07]
d352bb22eca23e75e710b427ae831a867dd37bfb.jpg,[9.9998975e-01 4.0130758e-06 6.2474501e-06]
0401671e6a939afe97d6c30bc820fbfe9519286a.jpg,[0.08545058 0.00302789 0.91152155]
6ed93c0c3aa7ca9f0bb7e6b53a99aaa0a3609d50.jpg,[1.6651687e-04 1.7996714e-04 9.9965358e-01]
50dda278ed4e5c43ab5a99592808f11027afa240.jpg,[9.9999869e-01 4.6009868e-07 8.1480232e-07]
5ca8adbab5a39b3c7e725782f98d199202c589dc.jpg,[8.698009e-06 3.925635e-05 9.999521e-01]
a945a8c50f05708c42839692219bd1963672154a.jpg,[9.999994e-01 4.990918e-07 1.135267e-07]
359acb7465396d70b6957be3a4cd503a7aa8b5de.jpg,[6.5000663e-08 9.9999976e-01 2.1445503e-07]
b188cd918519b3dc486ec7a0b04d268f6f262021.jpg,[2.2321328e-06 3.4841889e-07 9.9999738e-01]
0abc5c0454095bf4519bd5c1fcbc0924fbce65d2.jpg,[5.1060645e-04 6.0979472e-03 9.9339139e-01]
14e53aafa9cc2e32f1dc10b83c5183488e0cb080.jpg,[9.9999189e-01 7.6173474e-06 4.4468706e-07]
27aaee870ff9b03c23d6b9f163aba027a06032c6.jpg,[9.9999988e-01 3.9779078e-08 1.1156126e-07]
fa025619390a5097dafb1fe3601dc6dec4644bce.jpg,[4.8512180e-07 9.9994588e-01 5.3588818e-05]
c9ba7099501f4088602606671dd71fd76a2adee5.jpg,[9.9999976e-01 1.6380280e-07 7.5353057e-08]
4702037fc73744daef1a4a6253895886f86808b8.jpg,[6.3290315e-07 9.9999881e-01 6.0438242e-07]
e7d4a815cbf2dd60aaf5f764be67f656cf7e5b19.jpg,[1.0098011e-05 4.8153008e-05 9.9994171e-01]
c9649b4efc18ea0e1d6e16bd23cb8ccddfaf0d0b.jpg,[9.9999952e-01 2.0842761e-07 2.0263896e-07]
0906805463eda250aedc1c43e4db25075c1244be.jpg,[9.9728525e-01 2.7119997e-03 2.6774439e-06]
acfb5e9c18ede13e4cdc7da0a15db777a490d782.jpg,[3.9456090e-06 9.6117714e-05 9.9989998e-01]
d67f11372df1ff081aa8437da1acf73419a85782.jpg,[3.2582047e-05 1.5081972e-04 9.9981672e-01]
53599d652f6253baa02940b895620f147a2327f7.jpg,[1.0000000e+00 2.5685804e-08 1.3087735e-08]
c4b59a685cbb0bf9a275f6f757e509eb47e3b97b.jpg,[6.921661e-08 1.158397e-08 9.999999e-01]
0da2dac9da3f797adfbdeaed999d54935a0a1020.jpg,[1.6245765e-05 9.9991918e-01 6.4562337e-05]
69a10709d7deff24b620309cab49766fe5054f2c.jpg,[3.7316718e-06 9.8997331e-01 1.0023010e-02]
4d72365135eb4bee184687ebc0493304b70da612.jpg,[8.9721727e-01 1.0275360e-01 2.9225735e-05]
c6103af816b1b84dda25210c3f297e69a498735d.jpg,[1.968372e-06 9.999906e-01 7.442202e-06]
a045a778e75e40e50e3a0d3baa372c527b095bcf.jpg,[4.8563157e-07 9.9991560e-01 8.3907056e-05]
26402638752e33697f3f2b12028853f8f39d7abb.jpg,[1.1737912e-10 1.0000000e+00 5.3566311e-11]
d22e1488b1e853a1882ba4d5ed0357e872b4dbd2.jpg,[2.2553791e-06 6.4818033e-07 9.9999714e-01]
954ba125374aa55139e313e3f8d5428ad16d1218.jpg,[1.0000000e+00 3.7769841e-08 2.0223565e-08]
999d9b0ea9f6e9be5bfe05f9bc1970ae1cb94ae2.jpg,[6.5247866e-07 9.9999762e-01 1.7233890e-06]
7e210495c2b188be33d5a385f8ce1265b0697935.jpg,[1.9803023e-05 3.6711106e-05 9.9994349e-01]
52d5422595abce4bfec2a5da7d9ad0918ba79030.jpg,[9.9999690e-01 2.9020539e-06 1.7984318e-07]
6d2979fe1606e576ee88091de8d6d59aeac5d2b7.jpg,[3.4441662e-04 9.9942327e-01 2.3228864e-04]
3143f6f6245d690d1350b4982714cdb35c717a66.jpg,[2.5523278e-08 1.0000000e+00 6.7749117e-09]
f598446f60a9c89e762d59f5d08799e949f7b5d7.jpg,[5.2990373e-07 9.9998724e-01 1.2167833e-05]
beeca5084fcbf1ff137be0155591486630d0989c.jpg,[4.2717107e-05 9.9166369e-01 8.2936287e-03]
382ed31ab97cec6ba52051a1af0686bfd632971a.jpg,[0.00267031 0.9883295  0.00900012]
